url,result
http://example.net,0
http://example.info,0
http://test.info,0
http://test.xyz,0
http://domain.com,0
http://website.org,0
http://shop.org,0
http://myblog.net,0
http://shop.xyz,0
http://myblog.xyz,0
http://shop.org,0
http://website.net,0
http://shop.net,0
http://example.org,0
http://myblog.net,0
http://website.net,0
http://example.com,0
http://test.info,0
http://shop.org,0
http://myblog.com,0
http://example.xyz,0
http://test.xyz,0
http://domain.com,0
http://test.xyz,0
http://test.org,0
http://website.info,0
http://test.net,0
http://shop.net,0
http://example.xyz,0
http://domain.org,0
http://domain.xyz,0
http://test.org,0
http://example.info,0
http://shop.xyz,0
http://test.org,0
http://example.info,0
http://domain.com,0
http://shop.xyz,0
http://example.xyz,0
http://myblog.net,0
http://myblog.net,0
http://myblog.com,0
http://myblog.com,0
http://domain.com,0
http://website.info,0
http://test.info,0
http://shop.com,0
http://example.org,0
http://website.com,0
http://shop.org,0
http://example.org,0
http://domain.xyz,0
http://domain.com,0
http://test.org,0
http://domain.net,0
http://domain.xyz,0
http://myblog.net,0
http://example.com,0
http://shop.xyz,0
http://website.org,0
http://shop.info,0
http://website.xyz,0
http://website.org,0
http://myblog.info,0
http://shop.com,0
http://shop.org,0
http://example.net,0
http://shop.org,0
http://shop.info,0
http://test.com,0
http://myblog.com,0
http://domain.info,0
http://website.net,0
http://myblog.com,0
http://domain.com,0
http://example.xyz,0
http://domain.net,0
http://example.org,0
http://domain.net,0
http://example.net,0
http://website.xyz,0
http://example.xyz,0
http://myblog.com,0
http://example.net,0
http://myblog.info,0
http://test.xyz,0
http://myblog.net,0
http://domain.xyz,0
http://myblog.com,0
http://example.info,0
http://example.info,0
http://website.xyz,0
http://domain.org,0
http://website.org,0
http://myblog.net,0
http://test.org,0
http://domain.org,0
http://domain.xyz,0
http://shop.org,0
http://website.net,0
http://myblog.net,0
http://test.org,0
http://myblog.com,0
http://shop.info,0
http://domain.net,0
http://domain.xyz,0
http://test.net,0
http://myblog.xyz,0
http://domain.net,0
http://website.org,0
http://website.info,0
http://example.xyz,0
http://example.net,0
http://test.org,0
http://shop.xyz,0
http://example.info,0
http://example.xyz,0
http://website.xyz,0
http://domain.xyz,0
http://myblog.xyz,0
http://domain.com,0
http://domain.com,0
http://website.xyz,0
http://website.net,0
http://shop.net,0
http://test.net,0
http://website.org,0
http://myblog.xyz,0
http://website.info,0
http://domain.info,0
http://domain.org,0
http://myblog.info,0
http://test.com,0
http://domain.org,0
http://test.net,0
http://shop.net,0
http://myblog.org,0
http://domain.xyz,0
http://shop.xyz,0
http://domain.xyz,0
http://shop.com,0
http://domain.com,0
http://domain.info,0
http://example.info,0
http://example.net,0
http://website.xyz,0
http://myblog.org,0
http://website.xyz,0
http://website.xyz,0
http://website.org,0
http://domain.org,0
http://test.com,0
http://shop.org,0
http://website.org,0
http://myblog.net,0
http://test.com,0
http://website.org,0
http://website.com,0
http://shop.net,0
http://domain.net,0
http://domain.org,0
http://myblog.org,0
http://shop.net,0
http://test.org,0
http://domain.xyz,0
http://test.net,0
http://website.net,0
http://shop.info,0
http://example.com,0
http://shop.com,0
http://website.info,0
http://shop.xyz,0
http://myblog.xyz,0
http://shop.net,0
http://domain.org,0
http://test.org,0
http://domain.com,0
http://domain.info,0
http://website.info,0
http://test.org,0
http://shop.org,0
http://myblog.info,0
http://myblog.com,0
http://example.info,0
http://test.com,0
http://myblog.com,0
http://shop.com,0
http://test.net,0
http://myblog.info,0
http://example.org,0
http://domain.xyz,0
http://domain.net,0
http://domain.xyz,0
http://website.xyz,0
http://domain.info,0
http://website.org,0
http://test.org,0
http://domain.xyz,0
http://myblog.xyz,0
http://domain.net,0
http://test.org,0
http://test.com,0
http://test.net,0
http://myblog.net,0
http://test.xyz,0
http://example.com,0
http://myblog.xyz,0
http://shop.net,0
http://website.net,0
http://shop.org,0
http://myblog.org,0
http://test.org,0
http://test.xyz,0
http://myblog.info,0
http://test.com,0
http://domain.xyz,0
http://domain.xyz,0
http://test.xyz,0
http://domain.com,0
http://shop.com,0
http://myblog.info,0
http://myblog.com,0
http://myblog.com,0
http://domain.info,0
http://shop.net,0
http://myblog.com,0
http://test.info,0
http://myblog.org,0
http://website.com,0
http://test.xyz,0
http://test.net,0
http://test.org,0
http://test.org,0
http://test.net,0
http://test.net,0
http://domain.org,0
http://domain.xyz,0
http://myblog.org,0
http://myblog.org,0
http://test.info,0
http://myblog.org,0
http://shop.info,0
http://test.org,0
http://test.info,0
http://domain.com,0
http://shop.info,0
http://website.net,0
http://test.net,0
http://shop.xyz,0
http://example.xyz,0
http://myblog.xyz,0
http://website.info,0
http://shop.xyz,0
http://myblog.org,0
http://test.xyz,0
http://myblog.xyz,0
http://example.net,0
http://example.com,0
http://example.net,0
http://test.com,0
http://example.info,0
http://domain.xyz,0
http://example.net,0
http://website.xyz,0
http://test.com,0
http://example.xyz,0
http://test.net,0
http://shop.xyz,0
http://website.net,0
http://website.org,0
http://domain.info,0
http://shop.info,0
http://website.xyz,0
http://website.com,0
http://test.xyz,0
http://shop.xyz,0
http://example.net,0
http://test.net,0
http://shop.info,0
http://test.xyz,0
http://myblog.net,0
http://myblog.net,0
http://myblog.com,0
http://myblog.net,0
http://myblog.org,0
http://example.com,0
http://shop.net,0
http://domain.xyz,0
http://myblog.net,0
http://example.info,0
http://test.net,0
http://shop.net,0
http://test.com,0
http://example.com,0
http://myblog.com,0
http://domain.net,0
http://domain.org,0
http://test.com,0
http://website.org,0
http://shop.com,0
http://test.net,0
http://website.net,0
http://website.info,0
http://website.info,0
http://domain.info,0
http://myblog.xyz,0
http://domain.org,0
http://domain.info,0
http://shop.org,0
http://example.net,0
http://test.org,0
http://shop.org,0
http://domain.org,0
http://example.com,0
http://domain.org,0
http://myblog.com,0
http://shop.info,0
http://test.org,0
http://shop.org,0
http://domain.info,0
http://shop.com,0
http://example.net,0
http://shop.org,0
http://example.xyz,0
http://website.org,0
http://shop.xyz,0
http://website.net,0
http://website.com,0
http://domain.org,0
http://website.xyz,0
http://example.xyz,0
http://domain.xyz,0
http://shop.net,0
http://website.org,0
http://test.org,0
http://test.info,0
http://shop.org,0
http://example.info,0
http://website.net,0
http://domain.xyz,0
http://website.com,0
http://myblog.xyz,0
http://test.com,0
http://example.info,0
http://website.xyz,0
http://test.xyz,0
http://test.com,0
http://domain.org,0
http://shop.com,0
http://shop.xyz,0
http://website.info,0
http://website.info,0
http://website.net,0
http://example.org,0
http://website.org,0
http://test.info,0
http://example.org,0
http://myblog.net,0
http://example.xyz,0
http://example.info,0
http://shop.info,0
http://test.org,0
http://shop.net,0
http://domain.net,0
http://domain.com,0
http://example.com,0
http://website.com,0
http://example.org,0
http://domain.org,0
http://myblog.com,0
http://domain.org,0
